Vertex	Adjacent vertexes
175397196	3053048021
2302886520	175397196
175397195	2302886520
1624794623	175397195
2472822197	1624794623
2472754273	2472822197
242545360	2472754273
919334008	242545360
919334007	919334008
3858524842	919334007
5595381494	3858524842
412748264	5595381494
2514860364	412748264
4355036013	2514860364
4355036015	4355036013
2514860365	4355036015
2317173574	2514860365
2370717587	2317173574
2317173575	2370717587
4388678947	2317173575
4388678948	4388678947
4388678944	4388678948
4388678954	4388678944
4388678949	4388678954
4388678945	4388678949
4388678953	4388678945
4388701710	4388678953
2370728477	4388701710
2370728478	2370728477
2370728475	2370728478
192267452	2370728475
1191870777	192267452
192267451	1191870777
192267449	192267451
5935507149	192267449
1908849171	5935507149
1387113990	1908849171
1908849181	1387113990
412748260	1908849181
1870624727	412748260
2371531972	1870624727
2371531979	2371531972
2427007530	2371531979
2371531990	2427007530
2371531991	2371531990
1263184413	2371531991
2371584161	1263184413
2371811940	2371584161
2371584166	2371811940
2371584176	2371584166
412748259	2371584176
1512465205	412748259
412748262	1512465205
2371811941	412748262
1335394622	2371811941
1335394617	1335394622
2330265425	1335394617
2514860386	2330265425
